IPIC Ref No.,IPIC Comment
IPIC-4000,"Surveyors remarks noted, contents total loss. Explore possibility of recovery either third party vendor, or vessel operators.  "
IPIC-4002,"Combination of vents closed, instead of 40 cbm, and off power for 15 hours with issues to the FC. "
IPIC-4003,"Surveyors comments noted.Based on our analysis of the data loggers we have made following observations and comments.DAYU6708528:After receipt of the data logger said to be from DAYU6708528, we noticed that the container number mentioned within the log is different and stated as belonging to  MWGU6813976.We have been informed that the controller of DAYU6708528 had been replaced at some point in time, however it has not been possible to verify and nor does MERC+ show any work order for this container over the past 3 year period.However when looking at the temperature and event recordings of MWGU6813976, set point is 6.8 degree C. as requested for this shipment of pineapples.Furthermore, the log shows that container was not able to maintain the requested temperature due to malfunction displaying compressor related alarms and eventually loss of cool.MNBU3295300:The log show that container is working normally, except whilst on board the RIO THELON where it is left off power for a combined period of more than 8.5 days in the first 9 days of voyage, with temperatures reaching in excess of 20 degree C on several occasions. The vessel did send in total 5 malfunction reports stating that unit was off power due to tripped circuit breaker.However our analysis of the log cannot confirm that unit was suffering from malfunction as the individual power off period show as either unit being switched off manually or the actual power supply to the reefer is interrupted.We have also not found repairs registered MERC+ to indicate that container malfunctioned.MNBU3198830:The log show that container is working normally, except whilst on board the RIO THELON where it is left off power for a combined period of almost 7 days in the first 9 days of voyage, with temperatures reaching in excess of 18 degree C on several occasions. The vessel did send in total 3 malfunction reports stating that unit was off power due to tripped circuit breaker.However our analysis of the log cannot confirm that unit was suffering from malfunction as the individual power off period show as either unit being switched off manually or the actual power supply to the reefer is interrupted.We have also not found repairs registered MERC+ to indicate that container malfunctioned.General Remark:We find it rather unlikely that two containers on the same BL, on board the same vessel, suffering from the same issue within the same time frame, due to technical reefer malfunction.It is in our opinion, more likely that there were issues with the vessels power supply for containers MNBU3295300 & MNBU3198830, hence the extensive power of periods, which is supported by the lack of subsequent repairs during PTI and by the data logger not indicating any technical malfunction."
IPIC-4003,"Surveyors comments noted.Based on our analysis of the data loggers we have made following observations and comments.DAYU6708528:After receipt of the data logger said to be from DAYU6708528, we noticed that the container number mentioned within the log is different and stated as belonging to  MWGU6813976.We have been informed that the controller of DAYU6708528 had been replaced at some point in time, however it has not been possible to verify and nor does MERC+ show any work order for this container over the past 3 year period.However when looking at the temperature and event recordings of MWGU6813976, set point is 6.8 degree C. as requested for this shipment of pineapples.Furthermore, the log shows that container was not able to maintain the requested temperature due to malfunction displaying compressor related alarms and eventually loss of cool.MNBU3295300:The log show that container is working normally, except whilst on board the RIO THELON where it is left off power for a combined period of more than 8.5 days in the first 9 days of voyage, with temperatures reaching in excess of 20 degree C on several occasions. The vessel did send in total 5 malfunction reports stating that unit was off power due to tripped circuit breaker.However our analysis of the log cannot confirm that unit was suffering from malfunction as the individual power off period show as either unit being switched off manually or the actual power supply to the reefer is interrupted.We have also not found repairs registered MERC+ to indicate that container malfunctioned.MNBU3198830:The log show that container is working normally, except whilst on board the RIO THELON where it is left off power for a combined period of almost 7 days in the first 9 days of voyage, with temperatures reaching in excess of 18 degree C on several occasions. The vessel did send in total 3 malfunction reports stating that unit was off power due to tripped circuit breaker.However our analysis of the log cannot confirm that unit was suffering from malfunction as the individual power off period show as either unit being switched off manually or the actual power supply to the reefer is interrupted.We have also not found repairs registered MERC+ to indicate that container malfunctioned.General Remark:We find it rather unlikely that two containers on the same BL, on board the same vessel, suffering from the same issue within the same time frame, due to technical reefer malfunction.It is in our opinion, more likely that there were issues with the vessels power supply for containers MNBU3295300 & MNBU3198830, hence the extensive power of periods, which is supported by the lack of subsequent repairs during PTI and by the data logger not indicating any technical malfunction."
IPIC-4003,"Surveyors comments noted.Based on our analysis of the data loggers we have made following observations and comments.DAYU6708528:After receipt of the data logger said to be from DAYU6708528, we noticed that the container number mentioned within the log is different and stated as belonging to  MWGU6813976.We have been informed that the controller of DAYU6708528 had been replaced at some point in time, however it has not been possible to verify and nor does MERC+ show any work order for this container over the past 3 year period.However when looking at the temperature and event recordings of MWGU6813976, set point is 6.8 degree C. as requested for this shipment of pineapples.Furthermore, the log shows that container was not able to maintain the requested temperature due to malfunction displaying compressor related alarms and eventually loss of cool.MNBU3295300:The log show that container is working normally, except whilst on board the RIO THELON where it is left off power for a combined period of more than 8.5 days in the first 9 days of voyage, with temperatures reaching in excess of 20 degree C on several occasions. The vessel did send in total 5 malfunction reports stating that unit was off power due to tripped circuit breaker.However our analysis of the log cannot confirm that unit was suffering from malfunction as the individual power off period show as either unit being switched off manually or the actual power supply to the reefer is interrupted.We have also not found repairs registered MERC+ to indicate that container malfunctioned.MNBU3198830:The log show that container is working normally, except whilst on board the RIO THELON where it is left off power for a combined period of almost 7 days in the first 9 days of voyage, with temperatures reaching in excess of 18 degree C on several occasions. The vessel did send in total 3 malfunction reports stating that unit was off power due to tripped circuit breaker.However our analysis of the log cannot confirm that unit was suffering from malfunction as the individual power off period show as either unit being switched off manually or the actual power supply to the reefer is interrupted.We have also not found repairs registered MERC+ to indicate that container malfunctioned.General Remark:We find it rather unlikely that two containers on the same BL, on board the same vessel, suffering from the same issue within the same time frame, due to technical reefer malfunction.It is in our opinion, more likely that there were issues with the vessels power supply for containers MNBU3295300 & MNBU3198830, hence the extensive power of periods, which is supported by the lack of subsequent repairs during PTI and by the data logger not indicating any technical malfunction."
IPIC-4004,"Surveyors comments noted.No claim expected."
IPIC-4005,"Surveyors comments noted.In the event that a formal claim is received, we would require the actual data logger to be downloaded for further analysis into root cause and potential recovery action."
IPIC-4006,"Surveyors comments noted.Cargo found in apparent sound condition, hence no claim expected"
IPIC-4007,"We would agree with the surveyors comments on hot stuffing compounded by the top of the pallets covered in polythene. From reviewing the RCM logs supply and return temperature was maintained throughout the transit. There are readings of gaseous levels for some of the containers which is surprising as these were non CA shipments.    However, we would recommend in the first instance the claim is refuted on the basis of hot stuffing and subject to claimants response we may need to carry out a full review of the loggers and comment accordingly.  "
IPIC-4007,"We would agree with the surveyors comments on hot stuffing compounded by the top of the pallets covered in polythene. From reviewing the RCM logs supply and return temperature was maintained throughout the transit. There are readings of gaseous levels for some of the containers which is surprising as these were non CA shipments.    However, we would recommend in the first instance the claim is refuted on the basis of hot stuffing and subject to claimants response we may need to carry out a full review of the loggers and comment accordingly.  "
IPIC-4007,"We would agree with the surveyors comments on hot stuffing compounded by the top of the pallets covered in polythene. From reviewing the RCM logs supply and return temperature was maintained throughout the transit. There are readings of gaseous levels for some of the containers which is surprising as these were non CA shipments.    However, we would recommend in the first instance the claim is refuted on the basis of hot stuffing and subject to claimants response we may need to carry out a full review of the loggers and comment accordingly.  "
IPIC-4007,"We would agree with the surveyors comments on hot stuffing compounded by the top of the pallets covered in polythene. From reviewing the RCM logs supply and return temperature was maintained throughout the transit. There are readings of gaseous levels for some of the containers which is surprising as these were non CA shipments.    However, we would recommend in the first instance the claim is refuted on the basis of hot stuffing and subject to claimants response we may need to carry out a full review of the loggers and comment accordingly.  "
IPIC-4007,"We would agree with the surveyors comments on hot stuffing compounded by the top of the pallets covered in polythene. From reviewing the RCM logs supply and return temperature was maintained throughout the transit. There are readings of gaseous levels for some of the containers which is surprising as these were non CA shipments.    However, we would recommend in the first instance the claim is refuted on the basis of hot stuffing and subject to claimants response we may need to carry out a full review of the loggers and comment accordingly.  "
IPIC-4007,"We would agree with the surveyors comments on hot stuffing compounded by the top of the pallets covered in polythene. From reviewing the RCM logs supply and return temperature was maintained throughout the transit. There are readings of gaseous levels for some of the containers which is surprising as these were non CA shipments.    However, we would recommend in the first instance the claim is refuted on the basis of hot stuffing and subject to claimants response we may need to carry out a full review of the loggers and comment accordingly.  "
IPIC-4007,"We would agree with the surveyors comments on hot stuffing compounded by the top of the pallets covered in polythene. From reviewing the RCM logs supply and return temperature was maintained throughout the transit. There are readings of gaseous levels for some of the containers which is surprising as these were non CA shipments.    However, we would recommend in the first instance the claim is refuted on the basis of hot stuffing and subject to claimants response we may need to carry out a full review of the loggers and comment accordingly.  "
IPIC-4007,"We would agree with the surveyors comments on hot stuffing compounded by the top of the pallets covered in polythene. From reviewing the RCM logs supply and return temperature was maintained throughout the transit. There are readings of gaseous levels for some of the containers which is surprising as these were non CA shipments.    However, we would recommend in the first instance the claim is refuted on the basis of hot stuffing and subject to claimants response we may need to carry out a full review of the loggers and comment accordingly.  "
IPIC-4007,"We would agree with the surveyors comments on hot stuffing compounded by the top of the pallets covered in polythene. From reviewing the RCM logs supply and return temperature was maintained throughout the transit. There are readings of gaseous levels for some of the containers which is surprising as these were non CA shipments.    However, we would recommend in the first instance the claim is refuted on the basis of hot stuffing and subject to claimants response we may need to carry out a full review of the loggers and comment accordingly.  "
IPIC-4007,"We would agree with the surveyors comments on hot stuffing compounded by the top of the pallets covered in polythene. From reviewing the RCM logs supply and return temperature was maintained throughout the transit. There are readings of gaseous levels for some of the containers which is surprising as these were non CA shipments.    However, we would recommend in the first instance the claim is refuted on the basis of hot stuffing and subject to claimants response we may need to carry out a full review of the loggers and comment accordingly.  "
IPIC-4008,"Customer Service advising 13/01/2016 survey instruction wrongly generated."
IPIC-4011,"Surveyors comments noted.Our analysis of the data logger show that container malfunctioned, caused by a defective compressor, starting on 07/10/2015 whilst container situated in the Deurganck terminal, Antwerp.The alarms should have been noticed and attended during reefer monitoring by the terminal and the compressor could easily have been repaired/replaced whilst container was loaded with cargo.We recommend that Deurganck Terminal is held liable for not rectifying the malfunction that caused the temperatures to rise and potentially damaging the cargo."
IPIC-4012,"Despite a reefer malfunction, chicken still found to be in an acceptable condition and accepted by consignees. "
IPIC-4015,"Surveyors comments noted.Our analysis of the data logger retrieved from RCM, show that reefer unit was operating normally until the last temperature reading on 29/10 @ 18.00 hrs, which is believed to be time of disconnecting the reefer in preparation for delivery to consignee.Temperature was maintained within range of set point, no alarms or other indication of malfunction was found."
IPIC-4017,"Surveyors comments noted.From the data logger it is noticed that reefer suffered from malfunction, with a defective condenser fan motor, whilst on board Maersk Leon and could not be repaired until discharged in ESALR. Cargo temperatures increased to around -10 degree C. during this malfunction.It was also noted that container was left off power for more than 14 hrs on 29-30/09, whilst staying in BRRIG and with cargo temperatures increasing to around -14 degree C.Above in combination with the defective door gasket, will be the root cause for the cargo damage observed."
IPIC-4018,"Surveyors comments noted.Our analysis of the data logger show frequent and extensive power off periods, whilst the container was on board the Rio Thelon.There are no alarms in the event log to indicate malfunction.In the event of a formal claim, we recommend that full recovery is pursued against the vessel owner, for container frequently and extensively being off power, consequently causing damage to the cargo."
IPIC-4019,"Surveyors comments noted.According to our analysis of the data logger, reefer unit malfunctioned and as a consequence the temperature exceeded outside the acceptable range from set point.Furthermore, multiple alarms were displayed, mostly related to frequency converter, vacuum pump, loss of cooling and CO2 high."
IPIC-4021,"MNBU9024537Not considered to be transit related.  Quality issues and partial frustration of air flow via slip sheets.MNBU0023627Not considered to be transit temperature related.MNBU3409193Reefer malfunction and / or power issues.MWMU6394484Reefer malfunction.MNBU3045240Not considered to be transit related.  Pre-shipment defects manifesting during the course of transit. "
IPIC-4022,"Surveyors comments noted.Our review of the data logger also show that the cargo was not presented to carrier at temperatures within range of set point, but around 9-10 degree CThis ""hot Stuffing"" may have exacerbated the level of condensation inside the bags, which due to lack of ventilation holes, could not be removed by the reefer unit.  We recommend that any claim is refuted and referred back to shipper, due to cargo damage caused by inadequate packing."
IPIC-4024,"surveyors comments noted.Our analysis of the data logger show that return air temperatures were maintained within acceptable range of set point.We found no alarms or other indication of malfunction."
IPIC-4025,"Surveyors comments noted.Our analysis of the data logger show that the rise in temperature was due to reefer malfunction, caused by a defective frequency converter.This is being supported by subsequent repairs registered in MERC+"
IPIC-4028,"Surveyors comments noted.Our analysis of the data logger show that reefer unit was operating normally and maintaining temperatures within range of set point during the entire voyage.We found no alarms or other indications of malfunction.Consequently, we believe that no transit fortuity has taken place, and that cargo damage is caused by pre shipment conditions."
IPIC-4029,Surveyors comments noted. No issues with cargo
IPIC-4029,Surveyors comments noted. No issues with cargo
IPIC-4029,Surveyors comments noted. No issues with cargo
IPIC-4029,Surveyors comments noted. No issues with cargo
IPIC-4032,"Surveyors comments noted.According to the booking confirmation received for this consignment, the temperature and ventilation settings were correctly adjusted as per booking confirmation.On this basis, we recommend that any claim be refuted as settings were adjusted as per shippers instruction."
IPIC-4034,"Surveyors comments noted.Our review of the data logger show that container malfunctioned, with several alarms displayed multiple time. Most significantly is alarm 15 which refers to loss of cooling. This could have been caused by lack of refrigerant and a consequence from leak in the system.With loss of cooling, the temperature could no longer be maintained within range of set point. "
IPIC-4036,"Agree with surveyors comments on causation.There are however no readings from the 7th October to the 25th October. Return air dropping below set point coincides with the ambient air dropping to a similar temperature. Actual data logger required to comment further on causation "
IPIC-4037,"surveyors comments noted.Our analysis of the data logger show that after initial pull down, the temperature was kept within acceptable range of set point. we found no indication of any malfunction in the data/event log."
IPIC-4038,Not surveyed  as consignees reported no issue with the fruit. 
IPIC-4039,"RTA. Recovery action against the haulier concerned. "
IPIC-4040,"Surveyors comments noted.Data logger does show some fluctuation in the temperature, which seems to be consistent with reduced air flow (T-Floor blockage, ice build-up, etc.), However with the data available, it is not possible to determine the root cause with absolute certainty.We do also find it quite unusual that a survey is requested 40 days after consignee took delivery of the goods, which should be questioned. "
IPIC-4044,"Surveyors comments noted.Cargo found in apparent good condition, with only a few individual bags of cheese missing. The reason is not clear why the seals were missing, if due to customs inspection or other."
IPIC-4045,"Surveyors comments noted.Our analysis of the data logger show that the return air temperatures were kept within acceptable range of set point during voyage.The reefer was operating normally, no malfunctions and no alarms have been registered in the log.However it was noted that whilst on board the VEGA BETA, the container was powered off 43-44 times in a 12 day period, which is unusual and without any obvious reason. As the unit is not malfunctioning, the most likely explanation would be that the vessel had problems providing a regular and steady power supply.We recommend that in the event of a claim, full recover is pursued against the vessel owner/operator for irregular and insufficient power supply."
IPIC-4049,"Surveyors comments noted.We recommend that the terminal in Belize is held liable for not connecting the container to power for 4 days, causing high temperatures inside the container and subsequent cargo damage."
IPIC-4050,No issues with consignment so claim withdrawn. 
IPIC-4051,"Surveyors comments noted.Cargo found with ice crystals present but in apparent sound condition. However final decision will be made by consignee once it has been delivered."
IPIC-4054,"Surveyors comments noted.Our analysis of the data logger show that for the majority of the voyage, return air temperatures are kept within range of set point and only around 22/10 to 24/10 it was out of range with temperatures going up to -29.5 degree C.The container was found with large amounts ice at the door end, which was caused by defective door gaskets allowing ambient air to enter the container.The ice build-up would have caused a reduced air flow and/or forced the air flow to ""short circuit"" leaving the cargo at the door end exposed to the ambient air entering the container resulting in creased temperatures and cargo damage.We recommend that full recovery is pursued against the depot responsible for releasing faulty equipment for export."
IPIC-4055,"Surveyors comments noted.Our analysis of the data logger and MERC+ repair history, show that reefer malfunctioned and the compressor had to be replaced.Furthermore in the photo attached to this report, there is seen some ice build-up at the door, indicating that ambient air entered the container. "
IPIC-4056,"Surveyors comments noted.Despite several requests, we have not received the actual data logger download, however according to the one downloaded from RCM, the reefer did not suffer from technical malfunction.Supply air temperature is below or within range of requested set point and even though return air temperature is just outside the range of set point by 1-2 degree C.The slightly higher return air temperature is most likely caused by ice build-up in the T-floor and behind the air guide, which is obstructing the air flow and subsequent reducing the cooling capacity, however we do not beleive this is what caused the defrost damage as the temperature were sufficiently low to keep cargo frozen.In the event of a formal claim, we require the actual data logger to be downloaded and forwarded for further analysis."
IPIC-4057,"Surveyors comments noted.Our analysis of the data logger show that the temperature fluctuations are caused by severe ice build up in the T-Floor and behind the air guide, which resulted in poor and insufficient air flow, and subsequent reduction of cooling capacity."
IPIC-4058,"Surveyors comments noted.Data logger confirms that temperature was maintained within acceptable range of set point.With regards to humidity control, it is clearly stated in the Maersk Line Bill of Lading that ""Carrier does not guarantee the maintenance of any intended level of humidity inside any container""We found no other indication of malfunction."
IPIC-4059,"Surveyors comments noted.Cargo found in apparent sound condition, hence no claim expected."
IPIC-4060,"Surveyors comments notedData logger confirms that reefer malfunctioned on 28/10 and displaying alarm 15, which is ""loss of cooling"" The most likely cause would be low level refrigerant and subsequent reduced cooling capacity.Reefer was attended whilst loaded with cargo, refrigerant was added but this did not solve the issue, hence the x-stuffing."
IPIC-4061,"Consider 76 days, is the most likely proximate cause with the bananas entering the end of green life.We have also noted the surveyors comments on higher level of oxygen and would agree with his remarks that this would lead to higher respiration and advanced maturity. "
IPIC-4061,"Consider 76 days, is the most likely proximate cause with the bananas entering the end of green life.We have also noted the surveyors comments on higher level of oxygen and would agree with his remarks that this would lead to higher respiration and advanced maturity. "
IPIC-4063,"Surveyors comments noted.Both containers suffered frequent power off periods on board vessel W23, voyage 1522 and whilst standing in BRRIG.In the event that a formal claim is received, we recommend that full recovery is pursued against the vessel owner/operator and the terminal in BRRIG, for not ensuring that sufficient power is available and subsequent cargo damage."
IPIC-4063,"Surveyors comments noted.Both containers suffered frequent power off periods on board vessel W23, voyage 1522 and whilst standing in BRRIG.In the event that a formal claim is received, we recommend that full recovery is pursued against the vessel owner/operator and the terminal in BRRIG, for not ensuring that sufficient power is available and subsequent cargo damage."
IPIC-4064,"Surveyors comments noted.Our analysis of the data logger show that reefer unit was operating normally and that the temperatures were maintained within range of set point.We found no indication of malfunction, consequently we are of the opinion that no fortuity took place during voyage."
IPIC-4065,Data logger requested but not yet received to be able to comment on causation.  
IPIC-4068,"Surveyors comments noted.We note that the consignment was not presented to carrier at requested carriage temperature.No indication of malfunction found."
IPIC-4069,"Reefer malfunction, issue with return sensor. Reflected by high pulp temperatures of 21>22.3 on delivery.   "
IPIC-4073,"Surveyors comments noted and we agree with damage cause.As mentioned by surveyor, there seem to be several extensive power off periods, in which the temperatures would rise to such an extent that the nature of damage it causes, would be identical to the ones mentioned in this report.Analysing the data logger and the gaps in temperature recordings, at first glance they seem to support the mentioned power off periods. However the data logger is incomplete and some dates and data are missing, which means that we can not be certain if this is due to unit being off power or an error within the controller/data logger.Furthermore, we have noticed two alarm 908 ""Realtime Invalid"" which indicates that timings and dates shown in the log are incorrect and not corresponding to the actual time and date.Consequently it becomes very problematic to pin point, exactly when and where the unit was left off power and subsequently identifying the responsible third party. "
IPIC-4074,"Surveyors comments noted.In the event of a formal claim, we would require the actual data logger to be downloaded and forwarded for further analysis into root cause and potential recovery action."
IPIC-4075,"Surveyors comments noted.Our analysis of the data logger confirm that reefer unit malfunctioned and was not able to maintain temperature within range of set point."
IPIC-4079,"Surveyors comments noted.Our analysis of the data logger, retrieved from RCM, show no apparent root cause for cargo damage, however it seems to be incomplete when comparing to surveyors comments about suspected power off periods.In the event that a formal claim is received, we would require the actual data logger to be downloaded and forwarded for further analysis into root cause, after which we will issue an addendum report with our findings and comments. "
IPIC-4080,"Surveyors comments noted.The data logger retrieved from RCM looks quite unusual, hence in the event of a formal claim, we would require the actual data logger downloaded and forwarded for further analysis. "
IPIC-4081,"Surveyors comments noted.Cargo found in apparent sound condition, hence no claim expected"
IPIC-4082,"Surveyors comments noted.Cargo found in apparent sound condition, hence no claim expected."
IPIC-4083,"Surveyors comments noted.We recommend that recovery is pursued against VEGA BETA for insufficient power supply and subsequent cargo damage."
IPIC-4083,"Surveyors comments noted.We recommend that recovery is pursued against VEGA BETA for insufficient power supply and subsequent cargo damage."
IPIC-4084,"Surveyors comments noted.cargo found in apparent sound condition, hence no claim expected."
IPIC-4088,"Surveyors comments noted.According to shippers temptale, the temperature was maintained within the range of set point during voyage and there is nothing to indicate any reefer malfunction, which is confirmed by the data logger retrieved from RCM."
IPIC-4089,"Surveyors comments noted.In the event that a formal claim is received, we would require the actual data logger to be downloaded and forwarded for further analysis into root cause and potential recovery action."
IPIC-4090,"Surveyors comments noted.Our analysis of the data logger show that reefer unit was operating normally,without any indication of malfunction, and temperature was kept within rangeof set point.Furthermore, it shows evidence of hot stuffing, as the cargo was notpresented to carrier at requested set point of -2 degree C, but atapproximately +28 degree C, Initial pull down took about 4 days before returnair temperature was within range of set point."
IPIC-4091,"Surveyors comments noted.Our analysis of the data logger show that reefer unit was operating normally, without any indication of malfunction, and temperature was kept within range of set point.Furthermore, it shows evidence of hot stuffing, as the cargo was not presented to carrier at requested set point of -2 degree C, but at approximately +29 degree C, Initial pull down took about 4 days before return air temperature was within range of set point."
IPIC-4092,In the event a claim is submitted we will then comment in more detail on causation as currently not all of the records are available in RCM. 
IPIC-4092,In the event a claim is submitted we will then comment in more detail on causation as currently not all of the records are available in RCM. 
IPIC-4092,In the event a claim is submitted we will then comment in more detail on causation as currently not all of the records are available in RCM. 
IPIC-4092,In the event a claim is submitted we will then comment in more detail on causation as currently not all of the records are available in RCM. 
IPIC-4092,In the event a claim is submitted we will then comment in more detail on causation as currently not all of the records are available in RCM. 
IPIC-4092,In the event a claim is submitted we will then comment in more detail on causation as currently not all of the records are available in RCM. 
IPIC-4092,In the event a claim is submitted we will then comment in more detail on causation as currently not all of the records are available in RCM. 
IPIC-4092,In the event a claim is submitted we will then comment in more detail on causation as currently not all of the records are available in RCM. 
IPIC-4092,In the event a claim is submitted we will then comment in more detail on causation as currently not all of the records are available in RCM. 
IPIC-4092,In the event a claim is submitted we will then comment in more detail on causation as currently not all of the records are available in RCM. 
IPIC-4093,"No data available in RCM. Based on surveyors comments and photographs the most likely cause is of a pre/post harvest nature manifesting during the course of transit.   "
IPIC-4097,Surveyors comments noted.
IPIC-4099,"Surveyors comments noted.In the event that a formal claim is received, we would require the actual data logger to be downloaded and forwarded for further analysis into root cause and potential recovery."
IPIC-4100,"Surveyors comments noted.Cargo was accepted by consignee, hence no claim expected."
IPIC-4100,"Surveyors comments noted.Cargo was accepted by consignee, hence no claim expected."
IPIC-4101,"We have made enquires with the Soloman Islands to see whether a surveyor or Maersk Line was present but this was not the case.  Currently we have not sighted the data logger and await such. From the photographs provided by the surveyor there would appear to be an issue at the door end where the doors butt against each other, as there is the build up of ice, and this maybe due to the doors not being closed correctly, and or defective door seals. The former is the more likely. Await data logger.   "
IPIC-4102,"Surveyors comments noted.Cargo found in apparent sound condition, hence no claim expected."
IPIC-4104,Agree with the remarks made by the surveyor on causation being of a pre/post harvest nature manifesting during the course of transit.  
IPIC-4104,Agree with the remarks made by the surveyor on causation being of a pre/post harvest nature manifesting during the course of transit.  
IPIC-4105,"Surveyors comments noted.Cargo found in apparent sound condition, hence no claim expected."
IPIC-4107,"Surveyors comments noted no issue. In the event a claim is submitted we will then comment in more detail on the data logger.    "
IPIC-4109,"Cause incorrect temperature setting by the vessel, recovery action to be pursued accordingly, estimated loss US$40,000.00. "
IPIC-4111,"We are unable to pull the temperature data for the original container as this is not available on RCM. However, the fact the consignment was cross stuffed, points to an obvious issue with the reefer. If further comments on cause are required then data logger information is required. "
IPIC-4112,"Surveyors comments noted.Due to that this is brine frozen tuna, which is known to add quite a high amount of humidity to the internal of the container, which in this case caused a large amount of ice build up in the t-floor and behind the air guide.This will have reduced the air flow and subsequent the cooling capacity significantly, and the temperature could no longer be maintained within range of set point. "
IPIC-4115,"Surveyors comments noted.It was not possible to retrieve the data logger from RCM, hence we are not able to comment on temperature or events.In the event of a formal claim, we would require the actual data logger downloaded and forwarded for further analysis into root cause and potential recovery action."
IPIC-4116,"Surveyors comments noted.In the event that a formal claim is received, we would require the data logger to be downloaded and forwarded for further analysis into root cause and potential recovery action."
IPIC-4119,Agree with surveyors remarks claim should be repudiated on the basis as set out. 
IPIC-4122,"Surveyors comments noted.According to data logger, the temperature was outside acceptable range of set point and multiple alarm 56, which is related to compressor temperature."
IPIC-4123,"Surveyors comments noted.RCM only contains data for this container voyage until 01/11/2015, however in between 20/10/2015 (start of voyage) and until 01/11/2015 (end of log) the temperature has been maintained within acceptable range of set point. The lack of data in RCM could be due to either, that data was not transferred to RCM or that the unit was kept off power for the remainder of voyage, however this would have caused specific damage to the fruit, which was not observed during the survey. The data logger on this unit does not register ventilation settings.We found no indication of technical malfunction. "
IPIC-4124,"Surveyors comments noted.In the event that a formal claim is received, we would require the data logger of  MWCU6950235, to be downloaded and forwarded for further analysis into root cause and potential recovery action."
IPIC-4125,No claim expected as consignment received in a sound condition. 
IPIC-4126,"Surveyors comments noted.Our analysis of the data logger show that temperatures were maintained during the voyage, furthermore we found no indication of malfunction.The temperature logging stops on 7/11, whilst the container is only gated out for delivery on 9/11, which could indicate that it was off power for two days prior delivery whilst still under the care of the terminal."
IPIC-4127,"Surveyors comments noted.Our review of the data logger show that temperatures were kept within acceptable range of set point during voyage. We found no alarms or other evidence of malfunction."
IPIC-4130,"Surveyors comments noted.Without analytical testing, we do not accept the chocolate would be a CTL. Consignees have not demonstrated a loss and have simply based their finding on fear of loss.Surveyors have stated that cargo is in apparent sound condition.Event if it is accepted, the product is no longer suitable for the intended customer, it would still have retained a salvage residual value. This should be taken into account."
IPIC-4131,"Surveyors comments noted.Based on surveyors report and included documentation, said reefer did malfunction and required repairs during the voyage, but without or very little affect on the condition of the fruit.However in the event that a formal claim is received, we would require the actual data logger to be downloaded and forwarded, for further analysis into root cause and potential recovery action."
IPIC-4132,No data available in RCM  so we are unable at this stage to comment on causation. 
IPIC-4133,"Surveyors comments noted.Our review of the data logger confirms that reefer was subject to malfunction, which resulted in a rise in temperature on several dates.The malfunction included leaking refrigerant, faulty high presure switch amongst others."
IPIC-4136,Surveyors comments noted.
IPIC-4137,"Agree with surveyors comments that carriage temperature is not an issue based on the shippers graphs. Recommend claim repudiated. Loss maybe due to lack of pre-cooling prior to shipment and or advanced maturity leading to softness in transit.   "
IPIC-4142,"Surveyors comments noted.In the event that a formal claim is received, we would require the actual data loggers, from both PONU4923130 and DAYU6704366 to be downloaded, and forwarded for further analysis into root cause and potential recovery action."
IPIC-4142,"Surveyors comments noted.In the event that a formal claim is received, we would require the actual data loggers, from both PONU4923130 and DAYU6704366 to be downloaded, and forwarded for further analysis into root cause and potential recovery action."
IPIC-4143,"Surveyors comments noted.Cargo found in apparent sound condition, hence no claim expected"
IPIC-4145,"Cause would appear to be impact damage to the container. Not clear from the survey report whether the actions taken by consignees to mitigate the loss were fair and reasonable, as we wonder whether re-boxing of damaged boxes was not an option.    "
IPIC-4148,"Surveyors comments noted.The photos attached to this report seems clearly to illustrate that the cargo was leaning against the doors and thereby restricting the air flow, which significantly will reduce the cooling capacity, and may be considered inadequate packing and stuffing.Unfortunately RCM does not hold the data logger for this consignment, thus we are at present not able to comment on temperatures and events during the voyage.In the event that a formal claim is received, we would require the actual data logger to be downloaded and forwarded for further analysis into root cause and potential recovery action."
IPIC-4149,"Surveyors comments noted.Our analysis of the data logger show that temperatures were maintained  within acceptable range of set point during transit.No alarms or other indication of malfunction was found, hence we believe that no transit fortuity has occurred."
IPIC-4151,"Surveyors comments noted.Reefer maintained temperatures within range of set point, hence no claim expected."
IPIC-4153,Surveyors comments noted.
IPIC-4154,"Reefer malfunction as stated by the surveyor. Recovery action against vessel operators for not repairing or alerting parties concerned of the issue. "
IPIC-4155,"Await data logger- Not available from RCM.Aside from isolated early stage internal breakdown and slightly mature fruit, the consignment was considered generally sound. Therefore, we would expect consignee to use as intended."
IPIC-4158,"Agree with the surveyor, elevated temperatures particularly on the 1st, 2nd, 3rd November with return readings recording  up to 13 C. Recovery actin against vessel operators for not repairing alerting parties concerned.  "
IPIC-4162,"We note the surveyors comments cause was of a pre/post harvest nature. In the event claimants do not accept this as a basis of rejection, we will review the temperature and gaseous readings and comment in more detail. "
IPIC-4163,"We note the surveyors remarks of cause considered to be of a pre-shipment nature, in the event claimants do not accept this as a basis of rejection we will  review temperature data and comment accordingly.  "
IPIC-4164,"Surveyors comments noted.Cargo found in apparent good condition, hence no claim expected."
IPIC-4165,"Surveyors comments noted.Unfortunately RCM does not hold the data logger for this consignment, hence we are at present not able to comment on events or temperatures.In the event that a formal claim is received, we would require the actual data logger to be downloaded and forwarded for further analysis into root cause and potential recovery."
