IPIC Ref No.,IPIC Comment
IPIC-4877,"Surveyors comments noted.Cargo found in apparent good condition, hence no claim expected."
IPIC-4946,"Container was gated in at the terminal on the 17th  December, with the unit activated at 21.23 hours that day. Return sensor readings are within 2  of set point after 155 hours, maximum normal acceptance is 50 hours. Issue is due to FC  and malfunction evaporator motors, with high supply and return temperatures. Recovery against depot for poor PTI.    "
IPIC-4894,"Surveyors comments noted.Our analysis of the data logger show that temperature was maintained within range of set point during voyage."
IPIC-4865,"We would agree with the surveyors remarks that the data logger and the shippers temperature monitor record nothing untoward with supply air. There is an issue on the activation date of the shippers instrument in relation to the data logger and whether the consignment had been adequately pre-cooled. No alarm codes are recorded in the alarm log. With the information to hand we do not consider the loss is temperature related but rather of a pre-shipment nature manifesting during the course of transit. Under the circumstances we would recommend the claim is refuted.   "
IPIC-5082,Claim withdrawn. 
IPIC-5297,"Surveyors comments noted.Our analysis of the data logger from MNBU0012920 show that reefer unit was operating normally, without any indication of malfunction.Unfortunately RCM does not hold the data logger for MSWU1040025, hence we are not able to comment on temperature or events.In the event of a formal claim, we would require the actual data logger to be downloaded and forwarded for further analysis into root cause and potential recovery."
IPIC-4881,"Surveyors comments noted.Any decision with regards to cargo damage and /or potential claim will be taken by consignee once container arrives at final destination.In the event of a formal claim, we would require the actual data logger to be downloaded and forwarded for further analysis into root cause and potential recovery. "
IPIC-4903,"Surveyors comments noted.Container was malfunctioning due to ice build up in the t-floor and behind the air guide, hence the temperatures could not be maintained within range of set point.Cargo was rejected by health authorities and no salvage could be arranged, hence cargo will be destroyed."
IPIC-4883,"Agree with surveyors remarks on the elevated temperature and the affect this would cause to the fruit. Recommend recovery action against vessel operators. "
IPIC-4886,"Reefer malfunction due to frequency controller fault, repaired during the course of transit.   "
IPIC-4878,"Surveyors comments noted.Cargo accepted, hence no claim expected."
IPIC-4879,"Surveyors comments noted.Due to ice build up in the t-floor, the airflow was significantly obstructed and subsequent reducing the cooling capacity."
IPIC-5301,"Surveyors comments noted.With the cargo temperatures stated in the report, we would have expected a claim being filed.In the event of a formal claim, we require the actual data logger to be downloaded and forwarded to us, along with booking confirmation, RKEM tracking details, in order for us to investigate root cause and potential recovery."
IPIC-4892,"Surveyors comments noted.Our analysis of the data logger show that reefer unit did malfunction, displaying   several alarms multiple times.Although vessel master informed that they performed monitoring as per ML SOP and that no issues were observed, we would challenge this.The data logger gives a clear understanding of the units performance, whilst on board the Maersk Elgin, which was not good.On 13/01/2016 @ 14.06 hrs the first alarm is shown in the log, which refers to ""FC Short Circuit"" which is followed by another 105 alarms that day.From the first initial alarm on the 13/01 and until discharge from Maersk Elgin in Rotterdam on 22/01 a total of 2065 alarms is listed in the alarm log.In the same period of time, the supply and return air temperature both increased significantly out side range of set point.In light of above mentioned, we do not believe that a proper monitoring has taken place, otherwise the issues would have been discovered and subsequently they could have been addressed and the cargo saved.We recommend that full recovery is pursued against the vessel owner/operator for not monitoring properly and attending a malfunctioning reefer."
